Total_Spending,Total_Purchase_Num,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Total_Household_Size,Campaign_Response_Rate,Response,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,Cluster
23,4,0.25,23661.0,42,3,1,0,3,0.0,0,0,137,46,7,3
18,3,0.3333333333333333,60199.0,46,2,0,1,4,0.0,0,0,140,49,4,2
562,17,0.1176470588235294,65463.0,50,1,1,0,3,0.2,0,0,135,17,5,0
1738,19,0.0,90300.0,45,2,1,0,2,0.2,0,0,136,7,1,4
1597,25,0.04,80398.0,58,2,1,0,2,0.2,0,0,150,92,3,4
499,16,0.0625,59594.0,59,2,1,0,3,0.2,0,0,151,74,7,1
798,21,0.3333333333333333,65333.0,51,2,0,1,2,0.4,0,0,135,58,6,4
1179,24,0.0833333333333333,78416.0,48,2,1,0,3,0.0,0,0,130,99,3,0
62,5,0.4,48918.0,61,4,0,1,3,0.0,0,0,133,21,4,2
44,4,0.25,33986.0,54,2,0,1,2,0.0,0,0,146,43,7,3
53,4,0.5,45146.0,61,2,0,1,3,0.0,0,0,142,28,4,2
733,20,0.6,58597.0,48,2,1,0,4,0.0,0,0,150,20,7,2
61,5,0.2,7500.0,48,0,1,0,2,0.0,0,0,150,59,8,3
1743,16,0.0625,75261.0,69,4,1,0,2,0.4,1,0,144,17,2,4
1027,22,0.0454545454545454,75012.0,48,3,0,1,1,0.0,0,0,135,41,1,0
67,6,0.3333333333333333,22070.0,54,2,1,0,3,0.0,0,0,139,11,6,3
203,9,0.2222222222222222,54137.0,54,2,0,1,2,0.0,0,0,141,46,6,3
70,6,0.5,27213.0,52,4,0,1,2,0.0,1,0,152,19,8,3
15,3,0.3333333333333333,34633.0,68,2,1,0,5,0.0,0,0,135,31,6,2
2052,18,0.0555555555555555,74116.0,42,1,0,1,1,0.2,0,0,136,53,2,4
2302,18,0.0,94384.0,71,2,1,0,2,0.6,1,0,146,62,2,4
43,4,0.25,32871.0,73,2,1,0,4,0.0,0,0,146,28,4,2
1540,22,0.0454545454545454,64857.0,68,3,0,1,1,0.0,0,0,149,78,4,1
518,16,0.0625,55842.0,47,3,1,0,3,0.0,0,0,131,19,5,0
1323,19,0.0526315789473684,82733.0,40,4,0,1,1,0.0,1,0,140,28,4,0
1211,27,0.037037037037037,65308.0,51,2,1,0,2,0.4,0,0,140,60,4,4
155,8,0.25,31497.0,62,4,1,0,3,0.0,0,0,149,22,8,2
411,14,0.5,56962.0,59,3,1,0,5,0.0,0,0,139,60,7,2
777,16,0.0625,71367.0,65,2,1,0,2,0.0,0,0,140,24,2,0
92,6,0.3333333333333333,40662.0,45,3,1,0,3,0.0,0,0,146,0,4,2
31,5,0.6,7500.0,49,3,1,0,3,0.0,0,0,139,19,5,2
55,5,0.4,42243.0,65,2,1,0,4,0.0,0,0,137,34,7,2
1497,21,0.0476190476190476,83443.0,52,4,1,0,2,0.0,0,0,136,89,2,0
795,19,0.1052631578947368,54880.0,46,4,0,1,2,0.0,0,0,146,57,5,1
25,3,0.3333333333333333,26228.0,51,2,1,0,3,0.0,0,0,139,50,8,3
131,7,0.4285714285714285,33316.0,53,3,0,1,3,0.0,0,0,139,34,6,2
1152,16,0.0625,87305.0,64,1,0,1,1,0.2,1,0,151,19,2,4
36,4,0.25,15862.0,45,0,0,1,2,0.0,0,0,142,26,8,3
1676,22,0.0,91249.0,68,2,0,1,1,0.8,1,0,151,84,4,4
789,21,0.0952380952380952,63915.0,68,3,1,0,4,0.0,0,0,141,2,5,1
606,18,0.2222222222222222,62710.0,52,2,1,0,3,0.0,0,0,143,53,4,1
12,3,0.3333333333333333,28764.0,58,4,1,0,4,0.2,0,0,131,16,8,2
1173,16,0.1875,83664.0,56,4,0,1,3,0.0,0,0,144,57,5,1
689,18,0.1111111111111111,66476.0,48,4,0,1,2,0.0,0,0,146,99,4,1
1091,15,0.0666666666666666,68695.0,55,2,1,0,2,0.0,0,0,130,3,2,0
1052,24,0.0416666666666666,80336.0,54,4,1,0,2,0.0,0,0,140,12,1,0
73,6,0.5,38578.0,52,4,0,1,3,0.0,1,0,142,2,8,2
1908,18,0.0555555555555555,82170.0,46,4,1,0,2,0.0,0,0,137,13,2,0
170,7,0.4285714285714285,34838.0,73,2,1,0,4,0.0,0,0,148,62,6,2
1440,20,0.05,75507.0,45,2,1,0,2,0.0,0,0,132,56,3,0
493,16,0.375,50611.0,64,4,0,1,2,0.2,0,0,151,98,6,1
968,20,0.05,70596.0,39,2,0,1,1,0.0,0,0,151,68,2,1
45,5,0.4,35340.0,68,4,0,1,3,0.0,0,0,130,1,5,2
92,6,0.5,41580.0,46,2,1,0,4,0.0,0,0,149,15,5,2
277,27,0.0,113734.0,79,4,0,1,1,0.0,0,0,131,9,1,0
140,7,0.1428571428571428,58646.0,62,3,1,0,3,0.0,0,0,143,3,4,2
49,4,0.25,22148.0,41,2,0,1,1,0.0,0,0,133,16,7,3
16,3,0.3333333333333333,28359.0,41,2,1,0,3,0.0,0,0,138,35,7,3
174,8,0.5,54809.0,47,2,1,0,4,0.0,1,0,140,0,4,2
800,21,0.1428571428571428,62061.0,48,2,1,0,3,0.2,0,0,140,12,6,1
233,10,0.2,54549.0,72,4,1,0,3,0.0,0,0,134,8,7,2
398,13,0.0769230769230769,62535.0,69,2,0,1,2,0.0,0,0,139,13,3,0
690,13,0.3076923076923077,69401.0,51,1,1,0,3,0.0,0,0,133,41,2,0
1910,27,0.074074074074074,76998.0,69,2,1,0,3,0.2,0,0,148,85,6,1
434,14,0.1428571428571428,40794.0,49,2,1,0,3,0.0,0,0,145,18,7,3
246,10,0.4,38808.0,52,2,0,1,2,0.2,1,0,152,21,8,3
1665,23,0.0434782608695652,61416.0,42,2,1,0,2,0.2,0,0,147,25,6,1
100,6,0.1666666666666666,42192.0,76,2,1,0,2,0.0,0,0,140,40,4,2
587,14,0.1428571428571428,62972.0,69,1,1,0,3,0.0,1,0,153,39,6,1
282,11,0.4545454545454545,58917.0,55,2,1,0,5,0.0,0,0,145,10,5,2
151,8,0.625,36138.0,54,3,1,0,4,0.2,0,0,142,48,7,2
96,5,0.2,58401.0,64,2,0,1,2,0.0,0,0,132,55,4,0
50,5,0.4,25130.0,44,1,1,0,3,0.0,0,0,139,10,7,3
1019,14,0.7857142857142857,75283.0,67,4,1,0,5,0.0,0,0,145,26,4,2
493,16,0.375,50611.0,64,4,0,1,2,0.2,1,0,151,98,6,1
732,19,0.2105263157894736,53230.0,68,1,1,0,3,0.0,0,0,153,86,5,1
606,18,0.0555555555555555,67680.0,73,4,0,1,2,0.0,0,0,143,8,5,1
877,12,0.25,59809.0,48,2,1,0,4,0.0,0,0,151,36,8,2
301,11,0.0909090909090909,44375.0,59,2,1,0,3,0.0,0,0,133,73,5,0
171,8,0.5,44051.0,51,3,0,1,3,0.0,1,0,147,20,6,2
25,3,0.3333333333333333,29672.0,59,2,1,0,4,0.0,0,0,146,6,6,2
89,7,0.5714285714285714,34176.0,36,2,0,1,2,0.0,0,0,132,12,6,3
180,8,0.375,43300.0,53,2,0,1,2,0.0,1,0,151,87,8,3
612,17,0.4705882352941176,56386.0,43,2,1,0,4,0.0,0,0,150,51,9,2
39,4,0.25,37395.0,48,4,1,0,3,0.0,0,0,132,47,6,2
1651,12,0.0833333333333333,73454.0,37,3,0,1,1,0.2,0,0,134,95,5,4
1623,17,0.0588235294117647,88325.0,43,2,1,0,2,0.0,0,0,135,42,2,0
494,15,0.4666666666666667,51479.0,57,2,1,0,4,0.0,0,0,148,67,7,2
343,10,0.1,30507.0,64,2,1,0,2,0.0,0,0,146,29,7,3
36,4,0.25,34728.0,38,2,1,0,3,0.0,1,0,141,2,6,3
454,15,0.2,57045.0,74,2,1,0,3,0.0,0,0,152,40,3,1
178,8,0.25,35641.0,52,3,1,0,3,0.0,1,0,142,11,7,2
764,20,0.15,55284.0,68,3,0,1,2,0.0,0,0,148,60,5,1
56,6,0.5,26067.0,50,2,1,0,3,0.0,0,0,138,49,8,3
1722,21,0.0476190476190476,76005.0,69,2,1,0,2,0.2,0,0,146,72,6,1
209,9,0.1111111111111111,51012.0,78,4,1,0,2,0.0,0,0,145,86,6,1
1376,24,0.0416666666666666,70321.0,77,2,1,0,2,0.0,1,0,148,6,4,1
122,7,0.5714285714285714,38232.0,53,2,1,0,4,0.0,0,0,135,84,5,2
1048,25,0.12,59304.0,60,4,1,0,3,0.0,0,0,141,81,5,1
43,5,0.2,28249.0,63,0,1,0,2,0.0,0,0,130,80,6,3
1443,21,0.1904761904761904,71706.0,65,2,1,0,3,0.0,0,0,150,16,5,1
1097,15,0.0666666666666666,81657.0,55,2,0,1,1,0.0,0,0,135,69,1,0
53,5,0.4,20559.0,39,3,1,0,3,0.0,0,0,146,88,8,3
606,16,0.4375,66373.0,46,2,1,0,4,0.0,0,0,143,57,3,2
72,5,0.4,47823.0,64,1,0,1,2,0.0,0,0,141,0,8,3
10,3,0.3333333333333333,38285.0,65,2,1,0,5,0.0,0,0,130,96,2,2
1215,18,0.1111111111111111,75032.0,65,4,1,0,3,0.0,0,0,144,74,3,1
902,22,0.0909090909090909,48948.0,81,4,0,1,1,0.2,1,0,147,53,6,1
1092,15,0.4,47111.0,53,4,0,1,2,0.0,0,0,152,35,9,1
1655,24,0.0416666666666666,68281.0,66,2,0,1,1,0.0,1,0,153,31,5,1
257,10,0.2,38946.0,69,2,1,0,3,0.0,0,0,138,84,5,2
2008,19,0.0,98777.0,64,3,0,1,1,0.2,0,0,134,23,1,4
225,10,0.3,47353.0,64,3,1,0,3,0.0,0,0,138,93,5,2
24,3,0.3333333333333333,24367.0,42,0,0,1,2,0.0,0,0,146,58,9,3
31,4,0.25,30560.0,48,3,1,0,3,0.0,0,0,142,6,7,3
237,10,0.2,57338.0,49,2,0,1,2,0.0,0,0,132,96,5,0
442,14,0.0714285714285714,50353.0,47,3,1,0,2,0.0,0,0,131,72,3,0
138,7,0.5714285714285714,36443.0,63,2,1,0,4,0.0,0,0,147,9,8,2
116,7,0.2857142857142857,52854.0,65,4,1,0,4,0.0,0,0,133,43,5,2
414,13,0.1538461538461538,67472.0,77,4,1,0,3,0.0,0,0,139,93,3,0
18,3,0.3333333333333333,51411.0,71,4,0,1,4,0.0,0,0,143,81,5,2
49,5,0.4,38643.0,46,2,0,1,3,0.0,0,1,137,45,7,3
88,7,0.5714285714285714,38236.0,56,4,0,1,3,0.0,0,0,139,2,7,2
49,4,0.25,40451.0,67,4,1,0,4,0.2,0,0,134,54,5,2
318,10,0.1,38620.0,61,3,1,0,2,0.0,0,0,144,56,3,0
92,6,0.3333333333333333,44322.0,39,2,1,0,3,0.0,0,0,130,30,8,3
1631,23,0.0434782608695652,84906.0,52,2,1,0,2,0.6,0,0,139,98,2,4
61,7,0.5714285714285714,41275.0,64,3,1,0,5,0.0,0,0,133,33,5,2
860,21,0.2857142857142857,52750.0,69,3,1,0,3,0.0,0,0,147,72,4,1
231,10,0.7,50183.0,44,2,1,0,4,0.0,0,0,130,47,5,2
24,4,0.25,42664.0,57,2,1,0,3,0.0,0,0,133,44,6,2
57,6,0.5,16248.0,36,1,1,0,3,0.0,0,0,132,77,6,3
1319,18,0.0555555555555555,61787.0,37,3,0,1,1,0.0,0,0,142,71,5,1
152,8,0.625,33629.0,61,4,1,0,4,0.0,0,0,153,49,9,2
1269,19,0.2105263157894736,63972.0,60,3,0,1,2,0.2,0,0,149,93,4,1
610,17,0.4705882352941176,57183.0,58,3,1,0,4,0.0,0,0,146,51,8,2
10,3,0.3333333333333333,23536.0,41,4,1,0,3,0.0,0,0,131,53,3,2
125,6,0.1666666666666666,46107.0,35,2,0,1,2,0.0,0,0,135,78,3,3
137,7,0.1428571428571428,34935.0,32,2,1,0,2,0.0,0,0,142,71,7,3
92,7,0.4285714285714285,15716.0,36,1,1,0,3,0.0,0,1,150,8,8,3
426,11,0.0909090909090909,36262.0,41,3,1,0,2,0.2,1,0,139,24,6,3
2440,24,0.0416666666666666,69098.0,75,4,1,0,2,0.0,0,0,147,82,5,1
129,7,0.5714285714285714,49618.0,58,3,1,0,4,0.0,0,0,147,77,7,2
450,14,0.2857142857142857,62058.0,68,3,1,0,3,0.0,0,0,143,52,6,2
11,3,0.3333333333333333,26751.0,50,2,1,0,4,0.0,0,0,131,26,8,2
2126,19,0.0526315789473684,67546.0,36,4,1,0,2,0.0,0,0,152,90,3,1
449,15,0.1333333333333333,51518.0,66,4,1,0,3,0.0,0,0,139,92,3,0
1049,25,0.08,44802.0,54,3,0,1,1,0.0,0,0,153,71,8,1
1012,23,0.1304347826086956,70053.0,59,3,1,0,3,0.0,0,0,142,38,5,1
18,3,0.3333333333333333,33444.0,72,3,1,0,4,0.0,0,0,150,24,8,2
101,6,0.5,25509.0,50,4,0,1,2,0.0,1,0,152,15,9,3
37,4,0.25,25293.0,55,2,1,0,3,0.0,0,0,140,51,8,3
2092,22,0.0454545454545454,72335.0,48,4,1,0,2,0.0,1,0,153,2,8,1
131,6,0.1666666666666666,42767.0,53,4,0,1,3,0.0,0,0,144,53,8,2
72,6,0.5,38452.0,69,3,1,0,4,0.0,0,0,133,62,7,2
981,22,0.1818181818181818,54233.0,47,2,1,0,3,0.0,0,0,147,46,8,1
81,5,0.4,30753.0,57,1,1,0,4,0.0,0,0,142,85,5,2
1217,28,0.1428571428571428,74290.0,53,3,0,1,2,0.4,0,0,141,70,6,4
63,7,0.5714285714285714,26850.0,53,1,1,0,4,0.0,0,0,132,10,4,2
1020,25,0.04,62000.0,72,4,0,1,2,0.2,0,0,140,25,4,0
139,7,0.4285714285714285,43641.0,55,3,1,0,4,0.0,0,0,144,50,6,2
271,11,0.5454545454545454,53083.0,66,1,1,0,4,0.2,0,0,144,65,7,2
854,21,0.238095238095238,55759.0,62,2,1,0,3,0.0,0,0,149,84,8,1
199,9,0.1111111111111111,45921.0,38,4,1,0,2,0.0,0,0,134,23,4,0
1778,22,0.0454545454545454,92955.0,51,2,1,0,2,0.4,1,0,140,35,2,4
18,3,0.3333333333333333,22304.0,68,2,0,1,1,0.0,0,0,153,91,8,3
1130,16,0.0625,76842.0,74,4,0,1,1,0.0,0,0,132,37,0,0
55,6,0.5,22448.0,42,2,1,0,3,0.0,0,0,134,86,3,3
145,7,0.1428571428571428,45576.0,79,4,0,1,1,0.0,1,0,131,9,8,2
409,12,0.0833333333333333,57100.0,51,2,1,0,2,0.0,0,0,137,19,3,0
747,20,0.15,65814.0,58,4,1,0,3,0.0,0,0,134,90,5,0
141,7,0.1428571428571428,43322.0,50,2,0,1,1,0.0,0,0,132,25,7,3
9,0,0.0,4023.0,61,4,1,0,4,0.0,0,0,130,29,19,2
69,5,0.4,30545.0,45,2,1,0,3,0.0,0,0,151,71,7,3
57,5,0.2,12393.0,46,1,1,0,2,0.0,0,0,149,38,9,3
38,4,0.25,31163.0,51,1,0,1,2,0.0,0,0,135,54,6,3
1757,24,0.0416666666666666,80952.0,55,2,1,0,2,0.6,1,0,146,20,8,4
1335,17,0.1176470588235294,67432.0,51,2,1,0,3,0.0,0,0,145,69,4,1
17,3,0.3333333333333333,37406.0,44,2,1,0,3,0.0,1,0,139,18,8,3
925,16,0.0625,69867.0,38,4,0,1,1,0.2,1,0,145,30,1,4
79,6,0.5,23559.0,51,1,1,0,3,0.0,0,0,142,87,7,3
66,5,0.2,36790.0,41,2,1,0,2,0.0,1,0,146,14,9,3
926,21,0.0476190476190476,70165.0,75,2,0,1,1,0.0,0,0,139,60,1,0
1485,32,0.09375,66465.0,69,4,1,0,3,0.2,0,0,145,1,6,1
1581,23,0.0434782608695652,74068.0,48,2,1,0,2,0.0,0,0,146,14,2,1
653,18,0.1111111111111111,42000.0,37,4,0,1,1,0.0,1,0,148,23,5,1
1518,22,0.0454545454545454,79823.0,65,2,1,0,3,0.2,0,0,133,6,2,0
1305,26,0.0769230769230769,71322.0,59,4,1,0,3,0.0,0,0,147,57,4,1
9,3,0.3333333333333333,32583.0,63,4,1,0,4,0.0,0,0,130,10,7,2
708,19,0.1052631578947368,62335.0,72,2,0,1,2,0.0,0,0,143,87,2,0
37,4,0.25,18978.0,51,0,1,0,3,0.0,0,0,149,41,8,3
1274,31,0.032258064516129,88194.0,45,1,0,1,2,0.4,1,0,133,19,5,4
448,13,0.3076923076923077,47009.0,59,2,1,0,3,0.0,0,0,139,89,4,2
353,12,0.5,51390.0,59,3,0,1,3,0.0,0,0,152,54,5,2
43,4,0.25,28520.0,64,3,1,0,4,0.0,0,0,143,55,6,2
17,3,0.3333333333333333,34320.0,38,4,1,0,3,0.0,0,0,134,66,8,2
1919,18,0.0555555555555555,82497.0,44,2,1,0,2,0.2,0,0,150,32,4,4
2525,17,0.0588235294117647,90638.0,33,3,0,1,1,0.2,1,0,135,29,1,4
96,5,0.2,22634.0,58,0,1,0,2,0.0,0,0,148,47,8,3
902,22,0.0909090909090909,48948.0,81,4,0,1,1,0.2,1,0,147,53,6,1
1149,23,0.0869565217391304,52513.0,46,1,1,0,2,0.0,0,0,152,84,7,1
928,21,0.0952380952380952,68118.0,61,2,0,1,2,0.0,0,0,138,51,6,0
1931,19,0.0526315789473684,72309.0,48,3,0,1,1,0.2,1,0,146,64,3,4
184,8,0.25,55761.0,60,2,1,0,3,0.2,0,0,132,97,6,2
1493,22,0.0454545454545454,75437.0,46,2,1,0,2,0.2,0,0,138,25,6,4
424,14,0.3571428571428571,48432.0,51,4,0,1,2,0.0,1,0,151,3,8,1
2126,19,0.0526315789473684,67546.0,36,4,1,0,2,0.0,0,0,152,90,3,1
1171,15,0.3333333333333333,58512.0,60,2,1,0,3,0.0,0,0,139,25,8,2
38,4,0.5,40637.0,59,4,0,1,3,0.0,0,0,142,72,7,2
779,23,0.1304347826086956,55239.0,53,2,0,1,2,0.0,0,0,142,59,5,1
44,4,0.5,38415.0,46,2,1,0,4,0.0,0,0,148,91,7,2
22,3,0.3333333333333333,36408.0,75,3,1,0,4,0.0,0,0,139,11,6,2
121,6,0.5,47570.0,75,3,0,1,3,0.0,1,0,143,3,7,2
1525,20,0.1,72258.0,53,2,0,1,2,0.0,0,0,140,28,2,0
8,0,0.0,156924.0,75,4,1,0,2,0.0,0,0,140,85,0,0
1191,27,0.1111111111111111,80982.0,65,2,0,1,3,0.0,0,1,148,48,5,1
960,23,0.0434782608695652,71163.0,29,2,0,1,1,0.0,0,0,134,30,1,0
63,5,0.2,36781.0,45,2,1,0,3,0.0,1,0,133,16,8,3
42,4,0.25,54132.0,55,4,1,0,3,0.0,0,0,134,81,7,2
1008,22,0.0909090909090909,61314.0,56,2,1,0,3,0.0,0,0,144,1,3,1
96,5,0.2,22634.0,58,0,1,0,2,0.0,0,0,148,47,8,3
72,7,0.2857142857142857,31928.0,35,2,1,0,3,0.0,0,0,133,5,7,3
677,18,0.1111111111111111,66033.0,67,2,0,1,2,0.0,0,0,148,76,7,1
1066,16,0.0625,82504.0,64,1,1,0,2,0.0,0,0,141,2,1,0
185,8,0.25,59385.0,73,3,1,0,4,0.0,0,0,144,85,5,2
1587,20,0.05,83917.0,51,2,0,1,1,0.0,1,0,145,12,3,1
1135,27,0.0,101970.0,41,2,0,1,1,0.6,1,0,146,69,2,4
57,5,0.4,30015.0,54,2,0,1,2,0.0,0,0,135,28,5,3
1644,24,0.0416666666666666,89616.0,41,3,0,1,1,0.0,1,0,146,36,2,1
138,7,0.4285714285714285,56551.0,74,4,0,1,3,0.0,0,0,132,48,4,2
1315,26,0.0384615384615384,79689.0,48,1,0,1,1,0.0,0,0,144,65,2,0
939,13,0.0769230769230769,72298.0,75,2,0,1,1,0.4,0,0,134,52,1,4
1528,20,0.1,73803.0,67,2,1,0,3,0.2,1,0,153,61,6,1
410,14,0.1428571428571428,50150.0,41,4,1,0,2,0.0,0,0,142,32,5,1
10,3,0.3333333333333333,19485.0,38,3,0,1,3,0.0,0,0,139,80,7,3
45,5,0.4,38054.0,74,3,0,1,3,0.0,0,0,132,24,7,2
1853,24,0.0416666666666666,82347.0,67,1,1,0,2,0.4,1,0,150,38,3,4
654,17,0.4705882352941176,42720.0,59,2,0,1,3,0.0,1,0,144,9,8,2
2089,21,0.0476190476190476,81169.0,49,3,0,1,1,0.0,0,0,145,47,2,1
49,4,0.25,34043.0,46,4,1,0,3,0.0,0,0,138,97,9,2
112,6,0.3333333333333333,33249.0,49,2,0,1,2,0.0,0,0,146,11,6,3
32,4,0.5,25358.0,77,4,0,1,2,0.0,0,0,141,57,6,2
310,12,0.25,59354.0,72,3,0,1,3,0.0,0,0,138,53,6,2
369,13,0.2307692307692307,46923.0,37,2,0,1,2,0.0,0,0,153,90,7,3
825,11,0.0909090909090909,68627.0,42,2,0,1,1,0.0,0,0,148,45,1,0
907,22,0.0454545454545454,76234.0,52,3,1,0,3,0.2,0,0,135,21,3,0
17,4,0.5,24163.0,54,2,0,1,3,0.0,0,0,139,3,4,3
545,16,0.125,65748.0,69,2,1,0,3,0.0,0,1,145,58,1,0
47,4,0.25,28072.0,38,3,1,0,3,0.0,0,0,142,10,7,3
211,9,0.4444444444444444,54414.0,61,2,1,0,4,0.0,0,0,147,49,4,2
22,3,0.3333333333333333,34109.0,53,3,1,0,3,0.0,0,0,138,39,4,2
56,6,0.3333333333333333,30828.0,44,2,0,1,2,0.0,0,0,139,16,3,3
1115,19,0.1052631578947368,65148.0,66,2,1,0,3,0.0,0,0,150,9,4,1
59,4,0.25,35178.0,53,3,1,0,3,0.2,1,0,148,10,7,2
1544,27,0.037037037037037,96843.0,34,2,0,1,1,0.2,1,0,144,60,2,4
58,4,0.25,13724.0,36,0,1,0,3,0.2,0,0,152,43,9,3
546,15,0.1333333333333333,55593.0,51,2,1,0,3,0.2,0,0,140,63,6,1
948,11,0.2727272727272727,66375.0,76,4,1,0,3,0.2,0,0,137,96,7,2
1727,16,0.0625,70123.0,41,4,1,0,2,0.4,0,0,139,27,3,4
84,6,0.1666666666666666,37697.0,48,2,0,1,2,0.0,0,0,135,82,6,3
57,5,0.4,28718.0,42,2,1,0,3,0.0,0,0,142,78,8,3
1990,17,0.0588235294117647,95529.0,30,2,0,1,1,0.2,1,0,149,29,3,4
801,10,0.1,69719.0,50,2,0,1,1,0.0,0,0,131,99,1,0
60,7,0.4285714285714285,31788.0,41,3,0,1,2,0.0,0,1,133,15,5,3
1029,15,0.2,69759.0,58,4,0,1,1,0.0,1,0,138,38,3,0
1213,14,0.2142857142857142,71965.0,73,2,1,0,3,0.0,0,0,141,21,3,0
938,16,0.0625,67605.0,37,2,1,0,2,0.0,0,0,145,84,1,0
493,16,0.4375,57954.0,47,3,1,0,4,0.2,0,0,130,52,7,2
187,9,0.3333333333333333,41335.0,56,3,0,1,2,0.0,0,0,136,24,7,3
1366,18,0.0555555555555555,79593.0,51,2,1,0,2,0.2,0,0,132,70,2,0
813,18,0.3333333333333333,42564.0,56,4,0,1,2,0.2,1,0,148,28,7,1
1367,18,0.0555555555555555,80144.0,49,2,1,0,2,0.0,0,0,139,47,1,0
270,11,0.1818181818181818,50300.0,72,2,1,0,3,0.0,0,0,131,52,2,0
502,15,0.3333333333333333,49094.0,51,2,1,0,3,0.0,0,0,152,6,6,1
1230,18,0.0555555555555555,71466.0,50,4,0,1,1,0.0,0,0,133,86,1,0
793,19,0.5263157894736842,53378.0,61,4,1,0,4,0.0,1,0,151,41,8,2
87,5,0.4,40211.0,43,2,1,0,4,0.2,0,0,141,30,8,2
43,5,0.2,28249.0,63,0,1,0,2,0.0,0,0,130,80,6,3
86,6,0.3333333333333333,33419.0,62,4,0,1,2,0.0,0,0,141,76,7,2
232,10,0.2,57247.0,72,1,1,0,3,0.0,0,0,141,50,2,0
444,13,0.5384615384615384,40689.0,73,2,1,0,3,0.0,0,0,146,69,8,2
1371,19,0.2105263157894736,63810.0,58,2,0,1,2,0.2,0,0,150,45,8,1
802,20,0.25,57811.0,58,2,1,0,3,0.2,0,0,142,49,5,1
1400,18,0.1666666666666666,71434.0,62,2,1,0,3,0.4,0,0,139,4,4,4
1792,16,0.0625,72066.0,43,2,0,1,1,0.4,1,0,130,55,2,4
1175,17,0.1176470588235294,77027.0,72,3,1,0,3,0.0,0,0,135,23,4,0
1670,14,0.0714285714285714,68462.0,55,4,1,0,2,0.0,0,0,149,6,1,1
48,5,0.4,24027.0,48,2,1,0,3,0.0,0,0,143,7,8,3
2092,19,0.1052631578947368,78952.0,66,4,1,0,3,0.0,0,0,151,11,6,1
433,14,0.6428571428571429,37070.0,58,2,0,1,3,0.0,1,0,146,30,7,2
1113,19,0.0526315789473684,79632.0,50,4,1,0,2,0.0,0,0,133,42,2,0
21,3,0.3333333333333333,40521.0,56,2,1,0,4,0.0,0,0,145,82,5,2
47,6,0.3333333333333333,36038.0,43,4,0,1,2,0.0,0,0,143,82,6,3
1461,21,0.0476190476190476,74538.0,53,2,1,0,2,0.2,1,0,142,21,3,4
1910,18,0.0555555555555555,82576.0,65,3,1,0,2,0.2,0,0,153,66,1,4
1120,15,0.0666666666666666,65846.0,79,4,1,0,2,0.0,0,0,144,68,4,1
80,5,0.4,15038.0,37,0,0,1,2,0.0,0,0,147,93,9,3
1958,19,0.0526315789473684,85844.0,51,4,1,0,2,0.2,0,0,131,62,2,4
16,3,0.3333333333333333,54466.0,51,4,0,1,3,0.0,0,0,135,78,5,2
25,4,0.25,20587.0,54,2,0,1,2,0.0,0,0,132,39,7,3
373,2,0.0,6560.0,42,3,0,1,1,0.0,0,0,137,2,17,3
1511,10,0.1,76618.0,49,4,1,0,2,0.0,0,0,149,64,1,1
1168,24,0.0416666666666666,63998.0,72,1,0,1,1,0.0,1,0,136,42,4,0
406,14,0.0714285714285714,59412.0,73,3,1,0,2,0.0,0,0,132,56,3,0
32,4,0.25,19414.0,43,1,1,0,3,0.0,0,0,139,32,8,3
660,19,0.3157894736842105,55012.0,51,4,1,0,3,0.0,0,0,133,85,5,2
88,6,0.5,43482.0,58,2,1,0,5,0.0,0,0,138,83,6,2
635,18,0.2777777777777778,47025.0,46,1,1,0,3,0.0,0,0,140,98,9,3
48,4,0.25,34350.0,45,2,1,0,3,0.0,0,0,138,81,7,3
172,8,0.375,52869.0,70,4,1,0,4,0.0,1,0,151,40,7,2
1027,13,0.5384615384615384,59666.0,52,2,1,0,4,0.2,0,0,145,87,8,2
30,4,0.5,42169.0,55,3,1,0,4,0.0,0,0,138,20,8,2
75,6,0.3333333333333333,35765.0,34,2,1,0,3,0.0,0,0,137,86,6,3
16,4,0.5,18988.0,40,4,1,0,3,0.0,0,0,131,43,7,2
63,7,0.4285714285714285,41986.0,46,2,0,1,2,0.0,0,0,135,15,4,3
57,6,0.5,27238.0,62,4,0,1,3,0.0,0,0,145,39,9,2
115,7,0.4285714285714285,22979.0,54,2,1,0,3,0.0,1,0,152,29,8,3
2130,18,0.0555555555555555,78687.0,41,2,1,0,2,0.2,1,0,153,13,2,4
46,4,0.25,50943.0,68,3,1,0,3,0.0,0,0,142,49,5,2
1179,19,0.0526315789473684,57136.0,57,2,0,1,1,0.0,1,0,144,18,6,1
182,8,0.375,51287.0,56,2,1,0,4,0.0,0,0,133,10,7,2
684,19,0.631578947368421,54450.0,68,2,1,0,4,0.0,0,0,152,0,8,2
102,6,0.1666666666666666,22123.0,64,0,0,1,1,0.0,0,0,133,77,5,3
315,12,0.1666666666666666,49678.0,63,2,1,0,3,0.0,0,0,147,81,7,2
1808,17,0.0588235294117647,76412.0,44,4,0,1,1,0.4,1,0,144,15,3,4
411,13,0.4615384615384615,49154.0,64,4,1,0,4,0.0,0,0,138,69,6,2
48,4,0.5,29103.0,39,2,1,0,3,0.0,0,0,152,38,9,3
8,3,0.3333333333333333,33590.0,50,2,1,0,5,0.0,0,0,138,65,7,2
