Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Marital_Status_Grouped,Marital_Merged_Couples,Marital_Merged_Single_Household,Marital_Merged_Unknown,Age,Total_Children,Total_Household_Size,Total_Spending,Loyalty_Months,Campaign_Response_Rate,Shopping_Frequency
2,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,369,152,0.0,16
0,31859.0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,44,1,2,48,134,0.0,5
4,51569.0,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,Single_Household,0,1,0,75,1,2,467,147,0.2,19
2,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,2,3,44,148,0.0,8
1,16014.0,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,2,3,38,146,0.0,10
2,41120.0,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,2,4,81,138,0.0,9
3,39763.0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,53,1,2,167,141,0.0,10
4,38725.0,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,69,2,4,45,132,0.0,7
2,77981.0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,1,3,664,143,0.0,21
0,62905.0,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,60,1,3,622,140,0.0,20
0,13533.0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,1,2,48,146,0.0,7
2,59481.0,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,49,1,3,461,138,0.0,16
2,72117.0,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,1,3,1073,140,0.0,26
0,21955.0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,38,1,3,55,140,0.0,8
2,67131.0,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,68,1,3,976,145,0.0,26
4,36802.0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,44,1,2,20,130,0.0,5
2,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,42,0,2,1149,144,0.0,17
1,28249.0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,63,0,2,43,130,0.0,6
3,47808.0,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,Couples,1,0,0,49,1,3,224,138,0.2,10
4,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,50,1,2,101,152,0.0,9
4,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,78,0,2,209,144,0.0,10
2,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,39,0,1,968,151,0.0,21
4,85431.0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,Couples,1,0,0,72,0,2,1165,143,0.0,17
2,42664.0,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,57,1,3,24,133,0.0,5
2,42586.0,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,Couples,1,0,0,69,2,4,252,150,0.0,16
2,29760.0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,39,1,2,165,152,0.0,12
4,28973.0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,0,2,269,151,0.0,13
4,39435.0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,51,1,3,102,141,0.0,7
0,65370.0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,40,0,2,461,141,0.0,19
1,20194.0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,1,2,47,149,0.0,7
4,42473.0,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,48,2,3,144,134,0.0,10
2,64590.0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,0,2,1338,151,0.0,24
2,71232.0,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,65,1,3,917,137,0.0,25
2,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,Couples,1,0,0,53,2,4,318,148,0.0,17
2,46904.0,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,57,2,3,253,150,0.0,14
2,49094.0,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,51,1,3,502,151,0.0,20
2,36075.0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,41,1,3,119,137,0.0,7
0,60839.0,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,45,2,4,1250,152,0.0,29
2,77298.0,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,45,1,3,969,138,0.0,24
2,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,74,2,4,76,141,0.0,9
4,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,2,3,62,133,0.0,7
0,82122.0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,Couples,1,0,0,62,0,2,1382,141,0.2,26
2,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,48,1,2,84,135,0.0,7
2,34074.0,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,Couples,1,0,0,72,2,4,255,142,0.2,14
3,28520.0,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,64,2,4,43,143,0.0,5
2,62535.0,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,69,1,2,398,139,0.0,14
3,36273.0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,47,1,2,76,132,0.0,8
2,63404.0,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,Couples,1,0,0,60,2,4,902,131,0.2,15
0,75774.0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,43,1,3,823,132,0.0,21
2,78416.0,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,48,1,3,1179,130,0.0,26
2,75702.0,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,3,11,0,Couples,1,0,0,50,1,3,1921,151,0.2,29
3,59385.0,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,73,2,4,185,144,0.0,10
2,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,58,2,3,433,145,0.0,23
2,44689.0,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,3,11,0,Couples,1,0,0,73,2,4,34,136,0.2,6
2,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,1,3,907,143,0.0,27
4,7144.0,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,58,2,3,416,137,0.0,25
2,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,60,2,3,44,143,0.0,10
2,90369.0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,3,11,1,Couples,1,0,0,68,0,2,1588,132,0.0,17
4,63159.0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,Single_Household,0,1,0,50,0,1,1797,150,0.2,17
2,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,2,4,40,151,0.0,6
4,46757.0,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,1,2,1143,150,0.0,21
3,79734.0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,3,11,0,Couples,1,0,0,55,0,2,914,130,0.2,14
2,63207.0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,3,11,0,Couples,1,0,0,32,0,2,1502,147,0.2,12
2,72071.0,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,70,1,2,1338,147,0.0,20
4,21840.0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,3,11,0,Couples,1,0,0,41,1,3,27,141,0.0,5
0,58582.0,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,3,11,0,Couples,1,0,0,42,1,3,763,139,0.2,22
2,72282.0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,73,0,1,1331,141,0.0,22
2,50387.0,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,68,2,4,525,140,0.0,19
4,32583.0,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,63,2,4,9,130,0.0,4
2,62568.0,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,3,11,0,Couples,1,0,0,62,1,3,953,133,0.2,16
3,44635.0,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,2,3,68,139,0.0,7
3,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,2,3,131,139,0.0,10
2,63967.0,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,1,3,882,141,0.0,23
0,52513.0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,0,2,1149,152,0.0,25
2,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,55,1,3,37,139,0.0,5
4,54111.0,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,59,1,2,388,140,0.0,15
2,78394.0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,3,11,1,Couples,1,0,0,38,0,2,1428,147,0.0,16
3,80739.0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,66,0,2,1633,143,0.0,24
3,22669.0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,3,11,1,Couples,1,0,0,49,1,3,173,143,0.0,10
2,29236.0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,37,1,2,99,139,0.0,9
2,44911.0,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,65,1,3,215,146,0.0,12
4,54693.0,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,62,1,3,929,146,0.0,31
2,48186.0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,1,3,219,133,0.0,12
2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,Couples,1,0,0,47,2,4,174,140,0.0,12
2,41580.0,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,2,4,92,149,0.0,9
4,80336.0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,0,2,1052,140,0.0,25
2,47743.0,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,3,11,0,Couples,1,0,0,67,1,3,275,145,0.2,14
0,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,69,1,3,587,153,0.0,16
4,57333.0,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,70,1,2,1662,151,0.0,33
4,32313.0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,3,11,0,Couples,1,0,0,42,1,3,159,147,0.0,11
3,84953.0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,Single_Household,0,1,0,71,0,1,1024,143,0.6,18
3,27071.0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,56,1,2,35,132,0.0,7
3,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,67,0,2,1042,140,0.0,15
3,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,2,4,395,137,0.0,19
4,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,3,11,1,Couples,1,0,0,49,0,2,557,152,0.6,23
4,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,3,11,0,Couples,1,0,0,61,2,4,9,130,0.0,15
2,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,34,0,2,69,142,0.0,6
4,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,1,3,486,136,0.0,18
2,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,36,1,2,34,135,0.0,6
0,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,3,11,1,Single_Household,0,1,0,29,0,1,1365,152,0.4,28
2,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,49,1,3,13,143,0.0,4
4,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,46,0,2,1401,150,0.0,21
2,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,3,11,1,Couples,1,0,0,63,0,2,1574,148,0.0,14
4,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,40,0,1,1323,140,0.0,20
3,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,3,11,0,Single_Household,0,1,0,53,1,2,1217,141,0.4,32
3,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,73,3,4,103,150,0.0,7
3,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,48,0,2,84,142,0.0,7
4,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,0,2,1536,147,0.0,23
2,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,39,1,3,581,152,0.0,18
4,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,58,1,3,928,150,0.0,14
0,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,49,0,1,14,136,0.0,4
2,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,45,1,2,424,141,0.0,15
2,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,1,3,960,139,0.0,14
2,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,Couples,1,0,0,42,0,2,1555,150,0.2,20
2,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,3,11,1,Single_Household,0,1,0,51,2,3,656,151,0.2,29
3,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,56,2,4,55,140,0.0,9
2,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,40,1,2,20,132,0.0,5
3,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,1,3,367,151,0.0,17
0,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,3,11,1,Couples,1,0,0,47,0,2,2257,134,0.6,22
4,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,57,1,2,42,134,0.0,7
2,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,60,1,2,1049,143,0.0,26
2,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,52,2,3,48,132,0.0,7
4,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,76,1,2,685,148,0.0,25
2,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,72,1,2,39,132,0.0,5
0,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,37,0,1,43,135,0.0,5
3,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,65,0,1,835,153,0.0,21
2,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,Couples,1,0,0,66,0,2,1515,135,0.2,20
4,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,73,1,3,1039,146,0.0,26
2,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,49,1,2,1596,142,0.0,26
4,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,3,11,1,Couples,1,0,0,40,0,2,1828,151,0.0,18
4,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,3,11,1,Couples,1,0,0,55,1,3,34,132,0.2,6
4,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,56,1,2,149,132,0.0,10
3,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,3,11,0,Single_Household,0,1,0,55,1,2,946,143,0.2,23
4,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,39,0,1,28,131,0.0,6
2,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,40,1,2,450,150,0.0,17
4,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,Couples,1,0,0,67,2,4,46,135,0.0,5
4,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,3,11,1,Single_Household,0,1,0,53,0,1,1702,138,0.2,16
2,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,49,2,4,820,140,0.0,25
2,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,3,11,0,Couples,1,0,0,42,1,3,382,146,0.2,15
4,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,36,0,2,2126,152,0.0,20
3,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,Couples,1,0,0,35,0,2,2069,132,0.6,20
2,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Couples,1,0,0,39,1,3,72,147,0.0,7
2,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,3,11,0,Single_Household,0,1,0,56,1,2,732,131,0.4,28
2,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,50,0,1,801,131,0.0,11
2,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,75,1,2,236,138,0.0,12
1,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,Couples,1,0,0,46,1,3,80,152,0.2,5
4,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,3,11,0,Single_Household,0,1,0,70,0,1,1685,133,0.2,15
4,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,74,1,3,507,143,0.0,18
4,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,60,2,4,68,146,0.0,7
2,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,41,0,1,49,132,0.0,5
3,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,37,0,2,397,133,0.0,15
2,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,53,1,2,39,138,0.0,9
2,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,3,11,0,Couples,1,0,0,56,1,3,306,135,0.2,14
2,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,Couples,1,0,0,70,0,2,976,144,0.0,14
4,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,1,3,1028,140,0.0,28
2,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,38,1,3,70,135,0.0,7
2,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,65,0,2,46,145,0.0,5
3,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,Couples,1,0,0,44,1,3,51,139,0.2,5
0,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,Couples,1,0,0,64,0,2,1263,132,0.0,21
2,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,3,11,0,Single_Household,0,1,0,54,1,2,1490,150,0.2,22
3,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,53,0,2,1564,151,0.0,24
2,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,3,11,1,Couples,1,0,0,57,1,3,1815,152,0.4,18
4,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,61,1,2,1198,147,0.0,31
2,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,3,11,1,Single_Household,0,1,0,56,1,2,416,152,0.4,23
2,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,Couples,1,0,0,34,0,2,85,147,0.0,6
4,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,43,1,2,47,143,0.0,8
2,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,48,0,1,137,146,0.0,8
4,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,2,4,21,148,0.0,4
0,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,Single_Household,0,1,0,47,1,2,70,130,0.0,6
0,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,52,1,3,909,135,0.0,22
2,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,3,11,1,Single_Household,0,1,0,68,0,1,1676,150,0.8,22
3,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,3,11,0,Single_Household,0,1,0,81,0,1,1735,139,0.2,26
2,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,Single_Household,0,1,0,65,2,3,1191,148,0.0,30
3,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,47,1,3,24,140,0.0,5
4,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,Couples,1,0,0,55,1,3,1182,149,0.4,20
2,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,3,11,0,Couples,1,0,0,54,0,2,1280,142,0.0,14
2,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,3,11,1,Single_Household,0,1,0,67,0,1,1336,150,0.0,19
3,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,3,11,0,Couples,1,0,0,59,2,4,749,142,0.0,24
4,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,3,11,0,Couples,1,0,0,50,2,4,91,137,0.0,7
4,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,3,11,0,Couples,1,0,0,77,1,3,414,139,0.0,15
