Total_Spending,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Purchase_Num,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Discount_Dependency,Income,Age,Education,Marital_Merged_Couples,Marital_Merged_Single_Household,Kidhome,Teenhome,Total_Household_Size,Total_Children,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Campaign_Response_Rate,Complain,Loyalty_Months,Recency,NumWebVisitsMonth,ID
1511,980,37,265,35,163,31,21,3,6,12,0.047619047619047616,82014.0,63,2,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,153,48,6,8395
117,50,4,28,6,3,26,6,3,1,2,0.5,34213.0,61,2,0,1,1,1,3,2,0,0,0,0,0,1,0.16666666666666666,0,152,2,9,10352
1730,1,0,1725,2,1,1,28,0,28,0,0.0,157146.0,47,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,144,13,1,4931
32,19,0,5,0,0,8,4,1,0,3,0.5,25358.0,77,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,141,57,6,13
67,30,5,23,4,1,4,5,2,0,3,0.2,35544.0,46,3,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,134,77,7,1834
335,213,9,76,4,3,30,12,5,2,5,0.25,36634.0,70,3,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,143,0,7,2285
825,539,30,92,80,46,38,21,5,3,13,0.047619047619047616,62670.0,70,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,135,57,3,2295
694,284,16,160,84,16,134,17,7,4,6,0.35294117647058826,50334.0,52,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,24,6,1378
1792,1003,34,536,134,51,34,16,4,6,6,0.0625,72066.0,43,2,0,1,0,0,1,0,1,0,0,0,1,1,0.5,0,130,55,2,2781
496,239,13,143,45,4,52,15,6,2,7,0.6,50729.0,66,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,144,62,6,1165
231,51,23,82,33,0,42,9,5,1,3,0.4444444444444444,34916.0,56,2,1,0,2,0,4,2,0,0,0,0,0,0,0.0,0,144,89,9,1404
902,527,24,230,32,24,65,22,6,4,12,0.09090909090909091,64892.0,48,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,131,77,4,6457
68,19,5,12,10,3,19,6,3,1,2,0.5,43602.0,58,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,136,45,6,2639
71,40,2,15,8,0,6,5,1,1,3,0.2,33996.0,35,4,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,140,46,4,8299
76,21,8,20,15,3,9,5,2,0,3,0.2,41473.0,39,1,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,143,80,7,6437
772,593,30,91,29,22,7,21,6,3,12,0.047619047619047616,63246.0,57,4,1,0,0,2,4,2,0,0,0,0,0,0,0.0,0,141,60,4,6912
47,21,5,3,10,1,7,6,1,1,4,0.5,36732.0,65,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,136,71,2,7327
1586,1181,107,199,39,30,30,23,7,3,13,0.08695652173913043,69084.0,54,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,137,43,8,5299
1529,1004,59,265,115,59,27,32,11,10,11,0.0625,77766.0,57,4,1,0,0,1,3,1,0,0,1,0,0,1,0.3333333333333333,0,146,97,6,4127
265,202,2,46,3,2,10,11,4,2,5,0.18181818181818182,37929.0,39,4,0,1,0,0,1,0,1,0,0,1,0,1,0.5,0,141,49,7,8143
1603,446,107,768,33,196,53,17,5,6,6,0.058823529411764705,86610.0,73,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,140,66,2,1964
2091,1184,102,673,52,40,40,21,7,4,10,0.047619047619047616,80141.0,38,3,1,0,0,0,2,0,0,0,0,0,1,1,0.3333333333333333,0,148,20,6,3690
981,390,22,323,104,35,107,20,6,8,6,0.05,72635.0,69,1,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,143,54,3,3433
1533,726,53,363,123,107,161,30,8,9,13,0.13333333333333333,69016.0,54,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,150,61,5,3389
82,8,8,22,24,11,9,6,1,1,4,0.16666666666666666,20193.0,33,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,149,18,4,4712
244,50,15,110,39,15,15,10,5,1,4,0.4,27573.0,49,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,145,45,8,1170
36,1,1,4,11,9,10,4,1,0,3,0.25,15862.0,45,0,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,142,26,8,6347
404,308,0,73,0,0,23,14,5,1,8,0.14285714285714285,49544.0,48,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,147,0,7,4065
71,22,2,31,7,4,5,5,2,0,3,0.2,33228.0,44,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,135,28,7,8230
1572,690,117,499,76,102,88,22,5,10,7,0.045454545454545456,70440.0,46,2,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,139,49,3,1215
122,43,5,28,7,6,33,7,3,1,3,0.5714285714285714,38232.0,53,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,136,84,5,5939
41,27,0,10,0,0,4,6,2,0,4,0.6666666666666666,22554.0,69,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,150,38,5,2156
10,6,0,3,0,0,1,3,0,0,3,0.3333333333333333,23536.0,41,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,131,53,3,7788
304,205,7,41,3,2,46,11,4,2,5,0.18181818181818182,49413.0,72,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,138,88,5,10323
37,24,0,8,0,1,4,4,1,0,3,0.25,42231.0,55,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,133,99,5,7947
1754,667,50,850,21,83,83,15,4,6,5,0.06666666666666667,78789.0,44,3,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,153,12,2,1891
815,691,7,61,10,0,46,21,10,4,7,0.19047619047619047,56534.0,56,2,1,0,0,1,3,1,0,1,0,1,0,1,0.5,0,141,35,8,2570
1001,493,26,206,116,80,80,23,8,3,12,0.17391304347826086,58350.0,53,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,148,5,6,9256
1157,493,70,324,146,40,84,21,3,7,11,0.047619047619047616,81217.0,35,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,142,77,1,295
688,494,5,82,7,0,100,18,7,2,9,0.16666666666666666,49090.0,73,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,142,45,7,7397
1319,621,73,414,78,48,85,18,8,4,6,0.05555555555555555,61787.0,37,3,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,142,71,5,6349
21,9,0,5,0,0,7,3,1,0,2,0.3333333333333333,18169.0,39,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,147,40,8,10790
31,1,6,2,8,2,12,3,1,0,2,0.3333333333333333,24336.0,43,1,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,152,82,7,10398
67,12,4,19,12,6,14,5,2,0,3,0.2,18222.0,34,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,148,70,8,2431
708,243,131,217,85,6,26,19,3,3,13,0.10526315789473684,62335.0,72,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,143,87,2,550
25,11,1,4,2,0,7,3,1,0,2,0.3333333333333333,42033.0,53,1,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,152,95,7,1890
746,532,21,127,26,20,20,11,4,2,5,0.0,86580.0,41,4,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,146,72,1,10742
32,29,0,2,0,0,1,4,1,0,3,0.25,41437.0,67,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,152,5,7,10356
1695,612,91,520,258,107,107,23,9,6,8,0.08695652173913043,73705.0,73,3,0,1,0,2,3,2,0,0,0,0,0,0,0.0,0,134,86,5,4676
1080,387,126,342,0,45,180,23,8,4,11,0.21739130434782608,61064.0,48,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,152,80,6,8852
72,56,0,14,0,0,2,6,3,0,3,0.5,38452.0,69,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,133,62,7,3565
57,6,8,19,16,4,4,7,3,0,4,0.42857142857142855,18358.0,35,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,137,49,7,5294
660,582,0,65,0,0,13,19,8,2,9,0.3157894736842105,55012.0,51,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,133,85,5,1958
103,6,17,16,6,16,42,7,3,1,3,0.5714285714285714,9722.0,51,0,1,0,1,0,3,1,0,0,0,0,0,1,0.16666666666666666,0,151,7,8,7349
153,70,6,69,2,3,3,8,3,1,4,0.375,38175.0,40,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,139,6,7,8799
1220,962,12,194,16,24,12,28,7,8,13,0.14285714285714285,58656.0,68,3,1,0,0,1,3,1,0,0,0,0,1,0,0.16666666666666666,0,152,25,6,1351
279,112,10,107,30,0,20,11,5,2,4,0.18181818181818182,52117.0,59,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,153,55,7,1045
745,293,0,124,179,97,52,19,7,2,10,0.05263157894736842,64813.0,46,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,136,81,5,7732
264,199,12,31,3,12,7,11,3,3,5,0.09090909090909091,54222.0,51,4,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,134,98,3,8070
2157,1060,61,835,80,20,101,21,4,7,10,0.047619047619047616,83512.0,38,2,1,0,0,0,2,0,1,1,1,0,1,1,0.8333333333333334,0,130,31,1,477
1526,940,44,396,0,88,58,22,8,7,7,0.045454545454545456,77520.0,65,3,1,0,0,1,3,1,1,0,1,0,1,1,0.6666666666666666,0,140,30,4,7832
69,44,2,11,2,3,7,5,1,0,4,0.2,41154.0,46,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,145,98,5,2202
1597,342,51,936,207,35,26,25,5,8,12,0.04,80398.0,58,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,150,92,3,7396
64,2,10,11,12,9,20,6,3,0,3,0.3333333333333333,18746.0,32,0,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,131,41,6,4055
497,75,12,141,43,39,187,12,6,1,5,0.5,35196.0,40,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,150,68,8,10340
1067,520,20,367,39,81,40,15,6,3,6,0.13333333333333333,60230.0,68,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,144,78,5,10091
31,5,3,9,6,2,6,5,2,0,3,0.4,22108.0,47,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,132,46,7,7629
211,87,5,71,7,12,29,9,4,1,4,0.5555555555555556,44392.0,50,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,140,71,7,10640
877,462,61,184,10,53,107,21,7,5,9,0.19047619047619047,55424.0,48,4,1,0,0,1,3,1,0,0,1,0,0,1,0.3333333333333333,0,149,6,6,3498
11,2,2,1,3,1,2,3,1,0,2,0.3333333333333333,17688.0,45,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,1,148,82,8,6742
2034,979,44,935,29,25,22,24,7,5,12,0.041666666666666664,92491.0,41,4,1,0,0,0,2,0,1,0,0,1,1,1,0.6666666666666666,0,144,71,3,1172
1991,704,129,853,120,74,111,18,5,6,7,0.05555555555555555,90273.0,33,2,0,1,0,0,1,0,1,0,0,1,1,1,0.6666666666666666,0,137,32,2,569
1686,861,31,558,62,95,79,24,6,5,13,0.0,82571.0,62,4,0,1,0,0,1,0,0,0,0,0,1,0,0.16666666666666666,0,133,28,2,4686
324,172,3,115,16,0,18,12,6,1,5,0.4166666666666667,38513.0,42,4,0,1,1,0,2,1,0,0,0,0,0,1,0.16666666666666666,0,135,20,8,1381
69,5,7,31,15,4,7,6,2,1,3,0.5,16653.0,45,3,0,1,1,0,2,1,0,0,0,0,0,1,0.16666666666666666,0,132,10,6,2634
252,194,2,56,0,0,0,11,4,1,6,0.45454545454545453,42586.0,69,2,1,0,1,1,4,2,0,0,0,0,0,1,0.16666666666666666,0,150,7,8,10905
54,9,7,13,3,2,20,4,1,1,2,0.25,23529.0,59,0,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,148,67,6,1744
964,505,72,270,36,27,54,23,9,2,12,0.17391304347826086,74881.0,63,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,146,48,5,1000
1327,533,10,217,198,174,195,26,7,6,13,0.07692307692307693,71107.0,73,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,147,61,4,3828
68,48,0,14,0,0,6,5,2,0,3,0.4,46910.0,60,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,133,36,6,8605
60,6,1,7,23,4,19,4,1,1,2,0.25,18690.0,65,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,148,77,8,10304
55,18,2,10,0,0,25,4,1,1,2,0.25,37244.0,69,2,0,1,1,1,3,2,0,0,1,0,0,0,0.16666666666666666,0,144,90,7,4351
1456,482,147,509,104,107,107,20,3,5,12,0.05,82427.0,58,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,134,35,1,10129
563,204,97,97,21,118,26,17,5,2,10,0.058823529411764705,75342.0,66,1,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,144,38,4,2499
1504,1073,0,250,153,14,14,22,7,10,5,0.18181818181818182,70044.0,70,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,147,46,5,10092
564,245,16,223,21,43,16,17,8,1,8,0.11764705882352941,79146.0,57,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,132,33,6,7500
1125,560,21,442,29,44,29,22,4,5,13,0.045454545454545456,77437.0,61,2,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,137,70,1,5796
358,173,13,131,32,3,6,13,6,1,6,0.3076923076923077,54984.0,65,2,1,0,0,1,3,1,1,0,0,0,0,0,0.16666666666666666,0,131,51,7,10556
42,22,1,11,0,5,3,4,1,0,3,0.25,42403.0,53,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,137,18,8,1064
184,136,1,12,0,3,32,8,4,1,3,0.25,55761.0,60,2,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,132,97,6,48
460,275,0,86,10,23,66,14,6,3,5,0.35714285714285715,37292.0,41,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,145,32,8,7610
145,56,19,29,2,14,25,7,3,1,3,0.14285714285714285,45576.0,79,4,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,131,9,8,263
1376,303,23,751,82,26,191,24,6,5,13,0.041666666666666664,70321.0,77,2,1,0,0,0,2,0,0,0,0,0,0,1,0.16666666666666666,0,148,6,4,10814
792,708,7,62,0,0,15,21,11,3,7,0.09523809523809523,58086.0,55,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,148,80,8,9710
1382,324,132,693,27,118,88,22,4,11,7,0.045454545454545456,81795.0,72,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,150,74,2,9292
28,1,5,3,7,4,8,3,1,0,2,0.3333333333333333,28389.0,77,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,150,49,7,10250
1033,620,26,195,34,17,141,23,6,4,13,0.043478260869565216,66835.0,78,3,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,139,21,2,7881
882,312,21,206,102,92,149,20,7,3,10,0.15,69901.0,55,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,143,95,5,5847
2231,1493,86,454,112,43,43,13,4,4,5,0.15384615384615385,80360.0,75,4,1,0,0,0,2,0,1,0,0,1,1,0,0.5,0,146,56,2,737
1101,918,21,118,13,10,21,16,8,3,5,0.1875,63342.0,63,4,1,0,0,1,3,1,0,0,0,1,0,1,0.3333333333333333,0,151,48,6,3571
369,98,0,106,49,10,106,11,5,1,5,0.45454545454545453,44989.0,50,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,152,26,6,7807
48,3,4,7,15,8,11,4,1,0,3,0.25,31859.0,44,1,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,134,3,7,3878
467,380,0,47,6,0,34,15,7,1,7,0.26666666666666666,51569.0,75,4,0,1,0,1,2,1,0,0,0,1,0,1,0.3333333333333333,0,147,39,8,5092
44,15,0,12,7,3,7,5,2,0,3,0.6,30372.0,53,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,148,33,7,2154
38,3,9,4,7,8,7,6,1,1,4,0.6666666666666666,16014.0,45,0,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,146,42,3,5394
81,24,2,23,0,8,24,6,2,1,3,0.5,41120.0,56,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,138,80,6,3798
167,80,1,60,4,6,16,8,5,1,2,0.25,39763.0,53,3,0,1,1,0,2,1,0,0,0,0,0,1,0.16666666666666666,0,141,9,9,3524
45,31,0,6,2,1,5,5,1,0,4,0.4,38725.0,69,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,132,52,4,5247
664,138,120,204,16,126,60,18,7,4,7,0.16666666666666666,77981.0,52,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,143,78,5,5883
622,166,75,96,119,107,59,17,7,2,8,0.17647058823529413,62905.0,60,1,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,140,68,4,2118
48,12,3,8,8,0,17,5,2,0,3,0.4,13533.0,45,1,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,146,45,7,8812
461,178,3,85,71,66,58,14,3,3,8,0.14285714285714285,59481.0,49,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,138,47,2,6616
1073,707,20,171,65,60,50,25,9,7,9,0.04,72117.0,47,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,34,5,2797
55,5,1,7,17,14,11,6,2,1,3,0.3333333333333333,21955.0,38,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,140,81,6,4328
976,465,71,250,93,35,62,23,9,2,12,0.13043478260869565,67131.0,68,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,145,72,6,9167
20,16,1,2,0,0,1,4,1,0,3,0.25,36802.0,44,4,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,131,23,5,10560
1149,358,108,413,141,97,32,16,2,8,6,0.0625,71853.0,42,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,144,29,1,2631
43,1,9,7,2,14,10,5,2,0,3,0.2,28249.0,63,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,131,80,6,8312
224,123,1,26,2,0,72,8,3,2,3,0.25,47808.0,49,3,1,0,0,1,3,1,0,0,1,0,0,0,0.16666666666666666,0,138,30,7,5534
101,40,3,30,10,7,11,6,3,0,3,0.5,25509.0,50,4,0,1,1,0,2,1,0,0,0,0,0,1,0.16666666666666666,0,152,15,9,5093
209,102,9,63,2,9,24,9,4,1,4,0.1111111111111111,51012.0,78,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,145,86,6,7592
968,347,44,534,17,0,26,20,3,5,12,0.05,70596.0,39,2,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,151,68,2,8895
1165,376,53,462,168,53,53,16,2,7,7,0.0625,85431.0,72,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,143,54,0,8584
24,21,0,3,0,0,0,4,1,0,3,0.25,42664.0,57,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,134,44,6,2694
252,194,2,56,0,0,0,11,4,1,6,0.45454545454545453,42586.0,69,2,1,0,1,1,4,2,0,0,0,0,0,1,0.16666666666666666,0,150,7,8,8910
165,64,4,68,7,5,17,8,3,1,4,0.5,29760.0,39,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,152,87,8,7433
269,206,0,46,3,2,12,11,5,1,5,0.18181818181818182,28973.0,47,4,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,151,59,8,164
102,71,0,18,0,0,13,6,3,1,2,0.16666666666666666,39435.0,51,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,141,16,7,10477
461,71,22,112,138,89,29,18,2,3,13,0.05555555555555555,65370.0,40,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,141,1,1,2681
47,0,4,7,11,10,15,5,2,0,3,0.4,20194.0,45,0,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,149,64,6,5150
144,93,1,21,0,4,25,7,2,1,4,0.42857142857142855,42473.0,48,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,134,72,5,5283
1338,920,138,168,36,46,30,23,9,4,10,0.043478260869565216,64590.0,56,2,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,151,98,6,9645
917,653,17,170,34,26,17,23,11,2,10,0.08695652173913043,71232.0,65,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,137,91,7,10678
318,199,33,60,8,3,15,12,5,2,5,0.4166666666666667,34600.0,53,2,1,0,1,1,4,2,0,0,0,0,0,1,0.16666666666666666,0,148,8,8,7261
253,153,4,56,0,9,31,10,5,1,4,0.4,46904.0,57,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,150,20,8,9648
502,376,0,38,11,8,69,15,6,3,6,0.3333333333333333,49094.0,51,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,152,6,6,2870
119,46,0,30,12,1,30,6,2,0,4,0.16666666666666666,36075.0,41,2,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,137,54,6,8008
1250,600,21,128,223,150,128,16,2,2,12,0.8125,60839.0,45,1,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,152,72,8,1513
969,425,115,292,23,35,79,23,6,6,11,0.043478260869565216,77298.0,45,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,138,46,3,6173
76,18,6,15,12,8,17,6,2,1,3,0.5,34026.0,74,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,141,11,5,1419
62,52,0,9,0,0,1,5,1,0,4,0.4,48918.0,61,4,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,133,21,4,9150
1382,734,22,350,151,25,100,25,3,9,13,0.04,82122.0,62,1,1,0,0,0,2,0,0,0,0,0,1,0,0.16666666666666666,0,141,89,1,7960
84,34,6,21,11,4,8,6,2,1,3,0.16666666666666666,37697.0,48,2,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,135,82,6,1250
255,135,1,41,10,1,67,9,3,3,3,0.5555555555555556,34074.0,72,2,1,0,1,1,4,2,0,0,1,0,0,0,0.16666666666666666,0,142,69,6,9905
43,11,0,10,0,2,20,4,1,1,2,0.25,28520.0,64,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,143,55,6,10691
398,163,48,90,0,45,52,13,3,2,8,0.07692307692307693,62535.0,69,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,139,13,3,7002
76,29,3,30,3,2,9,6,3,0,3,0.3333333333333333,36273.0,47,3,0,1,1,0,2,1,0,0,0,0,0,0,0.0,0,133,80,6,2952
902,734,26,70,11,44,17,13,6,3,4,0.15384615384615385,63404.0,60,2,1,0,0,2,4,2,1,0,0,0,0,0,0.16666666666666666,0,131,97,4,8439
823,340,21,134,258,14,56,20,7,5,8,0.05,75774.0,43,1,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,132,27,4,762
1179,453,38,279,188,38,183,24,7,7,10,0.08333333333333333,78416.0,48,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,130,99,3,2831
1921,1073,0,629,145,37,37,28,10,5,13,0.03571428571428571,75702.0,50,2,1,0,0,1,3,1,0,0,0,0,1,0,0.16666666666666666,0,151,87,6,6977
185,135,0,10,0,4,36,8,3,1,4,0.25,59385.0,73,3,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,144,85,5,6289
433,231,7,137,4,15,39,14,5,1,8,0.6428571428571429,37070.0,58,2,0,1,1,1,3,2,0,0,0,0,0,1,0.16666666666666666,0,146,30,7,4168
34,18,0,5,0,0,11,4,1,1,2,0.5,44689.0,73,2,1,0,1,1,4,2,0,0,1,0,0,0,0.16666666666666666,0,136,82,7,8397
907,620,16,165,0,24,82,22,5,5,12,0.22727272727272727,53977.0,66,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,143,21,5,9284
416,81,4,33,5,2,291,25,23,1,1,0.0,7144.0,58,4,0,1,0,2,3,2,0,0,0,0,0,0,0.0,0,137,92,0,6237
44,12,4,2,10,6,10,6,2,0,4,0.6666666666666666,18701.0,60,2,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,143,95,5,3130
1588,292,51,981,224,23,17,16,4,6,6,0.0625,90369.0,68,2,1,0,0,0,2,0,0,0,0,0,0,1,0.16666666666666666,0,132,2,1,1619
1797,965,34,586,89,86,37,16,3,5,8,0.0625,63159.0,50,4,0,1,0,0,1,0,0,0,1,0,0,0,0.16666666666666666,0,150,74,3,1990
40,27,2,10,0,0,1,4,1,0,3,0.5,37758.0,58,2,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,151,49,8,5513
1143,777,30,163,0,51,122,15,4,4,7,0.4,46757.0,61,4,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,150,71,9,269
914,572,8,232,23,62,17,13,4,3,6,0.07692307692307693,79734.0,55,3,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,130,72,1,8093
1502,438,169,565,91,169,70,11,2,3,6,0.09090909090909091,63207.0,32,2,1,0,0,0,2,0,1,0,0,0,0,0,0.16666666666666666,0,148,68,7,10513
1338,531,69,300,150,138,150,17,5,4,8,0.17647058823529413,72071.0,70,2,0,1,0,1,2,1,0,0,0,0,0,0,0.0,0,147,4,2,10177
27,17,0,9,0,0,1,4,1,0,3,0.25,21840.0,41,4,1,0,1,0,3,1,0,0,0,0,0,0,0.0,0,142,80,9,2549
763,402,35,106,101,77,42,20,9,2,9,0.1,58582.0,42,1,1,0,0,1,3,1,0,0,0,1,0,0,0.16666666666666666,0,139,15,5,5782
1331,503,27,419,90,139,153,21,5,7,9,0.047619047619047616,72282.0,73,2,0,1,0,0,1,0,0,0,0,0,0,1,0.16666666666666666,0,142,70,7,10057
525,369,9,87,12,14,34,16,6,2,8,0.1875,50387.0,68,2,1,0,0,2,4,2,0,0,0,0,0,0,0.0,0,140,91,5,10307
9,5,0,3,0,0,1,3,1,0,2,0.3333333333333333,32583.0,63,4,1,0,1,1,4,2,0,0,0,0,0,0,0.0,0,131,10,7,8566
953,362,17,398,80,35,61,13,5,3,5,0.23076923076923078,62568.0,62,2,1,0,0,1,3,1,1,0,0,0,0,0,0.16666666666666666,0,133,99,4,2415
68,56,0,9,0,0,3,5,2,0,3,0.4,44635.0,53,3,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,139,25,7,5684
131,79,1,31,4,4,12,7,2,1,4,0.42857142857142855,33316.0,53,3,0,1,1,1,3,2,0,0,0,0,0,0,0.0,0,139,34,6,8334
882,387,84,141,73,35,162,20,4,4,12,0.15,63967.0,56,2,1,0,0,1,3,1,0,0,0,0,0,0,0.0,0,141,57,2,9166
1149,367,17,241,104,188,232,23,9,5,9,0.08695652173913043,52513.0,46,1,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0,152,84,7,1440
